userId,movieId,rating,timestamp
3355,3968,3.0,1228195535
3355,4002,3.0,1228195361
3355,4023,3.5,1228195483
3355,4639,4.0,1228195519
3355,7445,4.5,1228195549
3356,1270,4.0,1439791546
3356,2571,4.0,1439791541
3356,5618,4.0,1439791671
3357,1,4.5,1132213522
3357,2,4.0,1132213755
3357,5,4.0,1132267632
3357,10,3.5,1133065457
3357,11,4.5,1134546615
3357,22,3.0,1132267741
3357,26,4.5,1134547979
3357,34,4.0,1133494493
3357,39,4.0,1134546578
3357,60,4.5,1134547507
3357,62,5.0,1132214781
3357,73,4.5,1134548008
3357,87,4.0,1133828159
3357,110,4.5,1132266855
3357,150,4.5,1132213493
3357,157,4.0,1132214203
3357,158,3.5,1132267672
3357,161,3.5,1132213737
3357,165,4.0,1132267452
3357,169,3.5,1134548022
3357,186,4.0,1132210688
3357,207,5.0,1135481746
3357,252,3.0,1132213721
3357,260,4.0,1132704781
3357,261,4.5,1132213724
3357,271,4.0,1137903748
3357,277,4.0,1133493627
3357,296,4.5,1137139711
3357,318,5.0,1136780752
3357,329,4.0,1134546537
3357,339,4.5,1132267482
3357,343,4.0,1133679894
3357,355,4.0,1132213708
3357,356,5.0,1132213507
3357,364,4.5,1132213703
3357,367,4.0,1132213711
3357,368,3.5,1132210522
3357,374,3.5,1133405133
3357,377,4.5,1132267435
3357,380,4.0,1132213525
3357,410,3.0,1132267561
3357,419,3.5,1133948591
3357,440,4.5,1135122418
3357,480,4.0,1132267374
3357,492,4.0,1133919868
3357,500,4.0,1132213695
3357,502,4.0,1134547929
3357,508,4.5,1132213692
3357,515,4.0,1133289951
3357,527,5.0,1132210968
3357,531,5.0,1133289401
3357,532,3.5,1134547445
3357,536,4.0,1138679566
3357,554,3.5,1133334357
3357,575,4.0,1133063333
3357,586,4.5,1132267505
3357,587,5.0,1132214952
3357,589,4.0,1134546248
3357,593,4.5,1132214350
3357,594,4.5,1132213209
3357,595,4.5,1132214599
3357,597,4.5,1135132107
3357,613,4.5,1133065490
3357,647,4.5,1133777437
3357,653,4.0,1132266835
3357,670,4.5,1132211257
3357,673,4.0,1134546887
3357,691,4.0,1133603116
3357,736,4.0,1132267456
3357,737,2.5,1132214158
3357,780,4.0,1132267432
3357,832,4.0,1132210589
3357,858,3.5,1132213676
3357,898,3.5,1133062327
3357,899,4.5,1132211667
3357,902,5.0,1132211217
3357,903,4.0,1133059006
3357,904,3.5,1132210641
3357,906,3.5,1133755775
3357,908,4.0,1132210606
3357,912,4.5,1132267008
3357,913,4.5,1132213649
3357,914,5.0,1132211387
3357,919,4.5,1132213105
3357,920,4.0,1132214617
3357,923,4.0,1133589342
3357,924,4.0,1132267526
3357,928,4.0,1132214138
3357,931,4.5,1144313737
3357,932,5.0,1132214671
3357,938,5.0,1132214830
3357,943,5.0,1137193820
3357,948,5.0,1143348614
3357,953,5.0,1134419191
3357,972,4.0,1132267224
3357,976,4.5,1139518105
3357,1013,5.0,1137280025
3357,1022,4.5,1132211619
3357,1032,4.5,1132211664
3357,1035,5.0,1132211558
3357,1057,4.0,1133065630
3357,1073,4.5,1135567510
3357,1097,4.5,1132210782
3357,1099,4.5,1132299427
3357,1172,5.0,1132704242
3357,1183,3.0,1132267597
3357,1196,4.0,1132704778
3357,1197,4.0,1134546552
3357,1201,4.0,1134413323
3357,1204,4.5,1132267728
3357,1206,4.0,1141603479
3357,1207,5.0,1133943511
3357,1210,4.0,1132213516
3357,1219,4.0,1132211282
3357,1220,4.5,1133588920
3357,1221,4.0,1132211148
3357,1230,2.0,1144985858
3357,1246,4.5,1135053026
3357,1247,4.5,1135717234
3357,1250,4.0,1132267714
3357,1254,4.0,1133472968
3357,1270,4.5,1132299474
3357,1272,4.5,1143353201
3357,1281,3.0,1132214119
3357,1287,5.0,1132214102
3357,1293,5.0,1134546892
3357,1307,4.5,1143619412
3357,1333,4.0,1132211376
3357,1334,4.0,1132704723
3357,1353,5.0,1133603151
3357,1356,4.5,1132210788
3357,1363,4.5,1133059757
3357,1372,4.0,1132267737
3357,1387,3.0,1132267573
3357,1393,4.5,1132214753
3357,1401,4.5,1132214906
3357,1408,4.5,1132210718
3357,1457,4.5,1132595158
3357,1485,4.0,1135053050
3357,1515,3.0,1132214086
3357,1552,4.5,1132266819
3357,1580,4.0,1132213610
3357,1584,3.5,1132214845
3357,1608,3.5,1134546706
3357,1617,4.0,1132267490
3357,1619,4.0,1134547713
3357,1672,4.5,1132214073
3357,1682,4.0,1132213606
3357,1693,5.0,1132214759
3357,1704,4.5,1132214590
3357,1707,3.0,1132980884
3357,1721,4.0,1132214851
3357,1735,4.0,1134548111
3357,1784,5.0,1132214637
3357,1801,4.0,1134547626
3357,1835,4.0,1132214054
3357,1888,4.0,1132980815
3357,1892,3.5,1133289614
3357,1936,5.0,1132214725
3357,1940,5.0,1133827995
3357,1945,3.5,1133063262
3357,1947,4.5,1137334687
3357,1961,4.5,1136625261
3357,2011,4.0,1132704920
3357,2012,4.0,1136151178
3357,2023,4.5,1132210810
3357,2028,5.0,1136679867
3357,2054,4.5,1132210785
3357,2059,4.0,1134548343
3357,2071,5.0,1132299636
3357,2078,5.0,1132211423
3357,2081,4.5,1132213573
3357,2084,3.5,1133589843
3357,2090,4.5,1133062471
3357,2132,4.0,1132705583
3357,2135,4.0,1132211583
3357,2161,4.0,1132214993
3357,2163,3.5,1132704690
3357,2176,4.5,1144985829
3357,2181,4.5,1133058968
3357,2183,4.0,1133493709
3357,2194,4.5,1132210673
3357,2202,3.5,1133679879
3357,2268,4.5,1132211161
3357,2269,4.0,1132984242
3357,2284,3.5,1143619076
3357,2297,4.5,1132211807
3357,2302,4.5,1138740947
3357,2321,4.0,1132210704
3357,2324,4.5,1132213584
3357,2336,4.5,1132213211
3357,2340,4.0,1132214004
3357,2367,4.0,1132214016
3357,2378,4.0,1132213985
3357,2379,4.0,1134548267
3357,2384,3.5,1133494499
3357,2389,3.5,1133065603
3357,2396,3.5,1132213591
3357,2398,5.0,1132213161
3357,2402,4.0,1137385284
3357,2403,4.0,1137385202
3357,2404,4.0,1134548047
3357,2414,3.5,1134548080
3357,2424,4.5,1133059375
3357,2432,4.0,1137280321
3357,2433,3.5,1132304204
3357,2455,3.5,1136152163
3357,2469,3.5,1132213995
3357,2496,4.0,1133603187
3357,2501,4.5,1132299398
3357,2529,3.5,1132210725
3357,2535,3.5,1133493811
3357,2565,4.5,1132213168
3357,2571,4.0,1132267467
3357,2617,3.5,1133063186
3357,2628,4.0,1132267499
3357,2640,2.5,1132210616
3357,2641,3.5,1133063673
3357,2642,3.5,1133063680
3357,2687,4.5,1132214796
3357,2710,2.0,1132210800
3357,2724,3.5,1134547366
3357,2728,5.0,1133769889
3357,2729,4.0,1132702240
3357,2762,4.0,1132213588
3357,2858,3.5,1134546497
3357,2902,3.0,1133065563
3357,2903,3.0,1133065587
3357,2916,4.0,1132213564
3357,2941,4.5,1132211642
3357,2944,4.0,1132213942
3357,2948,3.5,1132213944
3357,2950,4.5,1132211827
3357,2953,4.0,1132980878
3357,2987,4.5,1132210814
3357,3004,4.0,1137398431
3357,3005,4.5,1133777405
3357,3062,4.0,1132211285
3357,3082,3.5,1134547393
3357,3095,4.5,1134028832
3357,3097,4.0,1133059346
3357,3101,4.0,1132267748
3357,3103,5.0,1134365124
3357,3114,4.5,1132214534
3357,3147,4.5,1132214544
3357,3148,5.0,1132214732
3357,3155,4.5,1134547956
3357,3156,3.5,1133775426
3357,3157,4.0,1135654761
3357,3258,4.0,1137385435
3357,3296,4.0,1133777197
3357,3307,5.0,1132214301
